Company,Title,Price,Volume,High,Low
Star Group,SGU,9.35,"1,004,287",9.55,9.02
LS Starrett,SCX,6.75,"98,268",7.40,6.70
StarTek,SRT,9.78,"535,827",10.16,9.75
Starwood Property Trust,STWD,20.95,"7,985,627",21.25,20.61
State Street,STT,99.73,"6,876,334",102.06,97.17
State Street Dep. Pfd. E,STT.PE,26.30,"103,361",26.30,26.05
State Street Dep. Pfd. G,STT.PG,26.79,"202,677",26.81,26.47
State Street Dep. Pfd. D,STT.PD,27.41,"195,804",27.44,27.15
State Street Dep. Pfd. C,STT.PC,25.07,"76,091",25.07,24.81
Statoil ADR,STO,23.65,"7,489,897",23.99,23.23
Steelcase,SCS,13.60,"3,111,859",14.05,13.40
Steel Partners Holdings,SPLP,17.90,"117,873",18.05,17.50
Steel Partners Pfd A,SPLP.PA,20.57,"111,809",20.59,20.30
Stellus Capital Invt,SCM,11.51,"403,684",12.03,11.45
Stellus Cap 5.75% Nt 2022,SCA,25.14,"4,947",25.25,25.00
Stepan Co,SCL,83.18,"265,195",86.04,80.16
Steris,STE,93.36,"1,753,769",93.75,89.87
Sterling Bancorp,STL,22.55,"9,377,029",23.10,21.95
Sterling Bancorp Pfd. A,STL.PA,26.00,"12,825",26.59,25.89
Stewart Info Svcs,STC,43.94,"1,589,839",44.27,43.31
Stifel Financial,SF,59.23,"2,184,618",59.54,56.36
Stifel Finl 5.2% Nts 2047,SFB,24.65,"112,593",25.11,24.55
Stifel Financial Pfd. A,SF.PA,26.69,"16,880",26.79,26.42
St. Joe,JOE,18.85,"983,939",19.55,18.85
STMicroelectronics,STM,22.29,"12,005,274",23.77,21.94
Stone Energy,SGY,37.10,"654,283",38.47,35.20
Stone Harbor Em Mkts Fd,EDF,15.92,"265,753",15.94,15.50
Stone Harbor EM Tot Incm,EDI,14.88,"165,643",14.91,14.41
StoneMor Partners,STON,6.21,"430,905",6.60,6.00
Stoneridge,SRI,27.60,"1,177,442",28.85,26.82
STORE Capital,STOR,24.82,"6,976,268",24.93,24.10
STRATS Tr Allstate 2006-3,GJT,20.76,848,20.76,20.60
STRATS Dom Res Ser 05-06,GJP,22.21,"1,350",22.50,22.21
FR STRATSs 2006-2  GS Grp,GJS,21.44,"5,360",21.44,21.31
Syn-Fxd-Inc Scs 7% STRATS,GJV,25.95,657,25.95,25.62
STRATS Sers 2006-1 P&G;,GJR,22.22,113,22.22,22.22
6.375% STRATS 20046,GJH,9.61,"3,000",9.72,9.61
4.65% Fltg. Rate STRATS,GJO,22.06,600,22.08,22.06
Stryker Corp,SYK,160.92,"4,647,920",162.36,157.32
Sturm Ruger,RGR,52.50,"1,070,519",53.30,48.25
Suburban Propane,SPH,22.01,"932,973",22.79,21.85
Sumitomo Mitsui Fincl ADR,SMFG,8.50,"7,779,178",8.67,8.42
Summit Hotel Properties,INN,13.61,"3,251,210",13.70,12.80
Summit Hotel Pfd D,INN.PD,24.22,"11,307",24.80,24.22
Summit Hotel Prop Pfd. E,INN.PE,24.04,"53,530",24.24,22.82
Summit Materials Cl A,SUM,30.28,"4,725,996",30.82,29.16
Summit Midstream Partners,SMLP,14.05,"2,015,699",14.20,13.30
Summit Water ETF,WTRX,30.85,"1,674",31.79,30.01
SunCoke Energy,SXC,10.76,"2,471,658",11.04,10.48
SunCoke Energy Partners,SXCP,17.80,"723,828",18.30,17.55
Sun Communities,SUI,91.37,"1,844,265",91.89,88.30
Suncor Energy,SU,34.54,"14,658,564",34.78,33.29
Sunlands Online Educ ADR,STG,8.30,"6,252,209",12.15,8.25
Sun Life Financial,SLF,41.12,"2,965,358",41.63,40.43
Sunoco,SUN,25.51,"1,332,768",26.69,25.51
Sunstone Hotel Investors,SHO,15.22,"9,704,024",15.28,14.46
Sunstone Hotel Pfd. F,SHO.PF,24.82,780,25.24,24.82
Sunstone Hotel Inv Pfd E,SHO.PE,25.11,"45,128",25.51,24.96
SunTrust Banks,STI,68.04,"12,424,470",69.00,65.82
SunTrust Banks Cl A Wt,STI.WS.A,35.00,742,35.00,34.29
SunTrust Banks Cl B Wt,STI.WS.B,23.20,"1,900",23.70,22.96
SunTrust Banks Pfd A,STI.PA,24.25,"19,398",24.32,23.99
Superior Energy Svcs,SPN,8.43,"13,330,764",9.32,8.10
Superior Industries,SUP,13.30,"1,368,572",14.90,13.25
Supervalu,SVU,15.23,"4,808,576",15.71,14.25
Sutherland Asset Mgmt,SLD,15.15,"399,820",15.30,14.35
Sutherland Asset Nts 23,SLDA,25.54,"22,174",25.66,25.27
Swiss Helvetia Fund,SWZ,12.25,"32,775",12.57,12.25
Switch Cl A,SWCH,15.91,"3,115,923",16.09,15.07
Synchrony Financial,SYF,33.53,"28,420,859",33.73,32.36
SYNNEX,SNX,118.40,"1,075,855",119.81,112.68
Synovus Financial,SNV,49.94,"2,854,441",50.12,48.27
Synovus Finl Perp. Pfd. C,SNV.PC,26.01,"26,503",26.05,25.95
Sysco Corp,SYY,59.96,"12,377,378",60.20,58.97
Systemax,SYX,28.55,"385,648",31.09,28.30
Tableau Software,DATA,80.82,"2,289,459",84.94,78.32
Tahoe Resources,TAHO,4.69,"8,367,198",4.98,4.54
Tailored Brands,TLRD,25.06,"4,662,327",25.68,23.20
Taiwan Fund,TWN,21.15,"129,154",21.46,20.73
Taiwan Semiconductor ADR,TSM,43.76,"28,577,511",44.84,42.44
TAL Education Group ADR,TAL,37.09,"14,530,446",39.05,35.95
Tallgrass Energy GP Cl A,TEGP,19.02,"4,693,696",19.20,17.14
Tallgrass Energy Partners,TEP,37.89,"3,644,075",38.49,34.37
Tanger Factory Outlet Ctr,SKT,22.00,"9,934,678",23.00,21.49
Tapestry,TPR,52.61,"9,378,681",53.57,52.08
Targa Resources,TRGP,44.00,"12,595,275",46.65,43.35
Targa Rscs Ptrs Pfd A,NGLS.PA,26.81,"51,140",27.10,26.69
Target Corp,TGT,69.43,"27,302,349",71.77,68.23
Taro Pharmaceutical Indus,TARO,98.74,"334,291",100.65,97.43
Tata Motors ADR,TTM,25.70,"6,274,218",26.02,24.91
Taubman Ctrs,TCO,56.91,"2,416,389",58.17,54.90
Taubman Ctrs 6.25% Pfd. K,TCO.PK,24.05,"23,602",24.05,23.64
Taubman Ctrs Pfd. J,TCO.PJ,24.65,"442,143",24.70,24.34
Taylor Morrison Home,TMHC,23.28,"3,067,545",24.23,22.84
TCF Financial,TCF,22.81,"8,898,287",22.96,22.09
TCF Finl Pfd. C,TCF.PD,25.00,"60,772",25.08,24.90
TCF Financial Wt,TCF.WS,5.95,"25,693",5.95,5.40
TC PipeLines,TCP,34.69,"1,438,280",35.76,33.38
TCW Strategic Income Fund,TSI,5.57,"303,637",5.66,5.48
Team,TISI,13.75,"2,665,317",14.15,12.85
TechnipFMC,FTI,29.45,"12,011,524",30.02,28.48
Technology Sel Sector,XLK,65.42,"99,248,687",67.17,63.77
Teck Resources Cl B,TECK,25.76,"10,856,443",26.27,24.49
TE Connectivity,TEL,99.90,"6,715,697",100.74,96.07
Teekay Corp,TK,8.09,"3,772,196",8.24,7.77
Teekay LNG Ptnrs un,TGP,17.90,"589,191",18.75,17.60
Teekay LNG Ptrs Pfd. B,TGP.PB,23.25,"169,920",23.94,23.10
Teekay LNG 9% Pfd A,TGP.PA,24.80,"103,719",25.45,24.42
Teekay Offshore Ptrs,TOO,2.27,"2,066,740",2.44,2.23
Teekay Offshore Ptrs Pfd,TOO.PA,21.26,"25,958",21.56,21.05
Teekay Offshore Pfd. E,TOO.PE,24.55,"109,007",24.55,24.03
Teekay Offshore Pfd. B,TOO.PB,23.60,"31,327",23.73,23.50
Teekay Tankers,TNK,1.19,"2,268,330",1.25,1.17
TEGNA,TGNA,11.39,"10,733,951",11.64,11.14
Tejon Ranch,TRC,23.11,"321,010",23.50,22.67
Tekla Hlthcr Investors,HQH,21.53,"516,233",21.87,21.20
Tekla Healthcare Opps Fd,THQ,16.48,"467,689",16.58,16.03
Tekla Life Sciences,HQL,19.22,"181,739",19.51,18.88
Tekla World Hlthcr Fd,THW,12.83,"411,714",12.87,12.60
Teladoc,TDOC,40.30,"3,520,462",43.85,38.95
Telaria,TLRA,3.76,"809,384",3.77,3.42
Telecom Argentina ADR,TEO,31.33,"547,872",32.59,30.63
Telecom Italia ADR,TI,9.57,"1,153,837",9.98,9.32
Telecom Italia ADR,TI.A,8.30,"34,766",8.38,8.08
Teledyne Technologies,TDY,187.17,"605,708",190.96,181.76
Teleflex,TFX,254.98,"1,254,551",262.77,251.30
Telefonica Brasil ADR,VIV,15.36,"4,680,689",15.42,14.75
Telefonica ADR,TEF,9.87,"5,606,081",9.91,9.56
Telekomunik Indonesia ADR,TLK,26.42,"1,205,825",26.48,25.96
Telephone&Data; Sys,TDS,28.03,"2,108,302",28.30,27.49
Tel&Data; 6.625% Nts,TDI,25.03,"4,075",25.58,25.03
Telephone&Data; Sys Nts,TDE,25.31,"31,205",25.40,25.23
Telephone&Data; Sys Pfd,TDJ,25.23,"32,473",25.28,25.14
Teleph&Data; 5.875% Nt,TDA,24.55,"19,856",24.83,24.38
TELUS Corp.,TU,35.16,"1,661,762",35.18,34.28
Templeton Dragon,TDF,22.24,"307,761",22.58,21.85
Templeton Emerging,EMF,16.28,"250,141",16.83,15.79
Templeton Emerging,TEI,11.30,"660,984",11.70,11.25
Templeton Global,GIM,6.39,"1,355,202",6.41,6.29
Tempur Sealy,TPX,45.29,"2,688,368",45.65,44.13
Tenaris ADR,TS,34.67,"8,086,726",34.91,33.37
Tenet Healthcare,THC,24.25,"10,489,279",25.04,23.50
Tennant Co,TNC,67.70,"321,415",68.75,67.05
Tenneco,TEN,54.87,"2,017,642",55.16,52.42
TN Valley Authr Pwr Bds D,TVC,24.71,"222,773",25.06,24.58
TN Vlly Athr Pwr Bds 99 A,TVE,25.00,"19,084",25.09,25.00
Teradata,TDC,39.67,"4,894,959",40.82,38.65
Teradyne,TER,45.71,"7,571,235",48.08,44.47
Terex Corp,TEX,37.41,"5,431,572",37.80,35.91
TERNIUM ADR,TX,32.49,"688,532",32.76,31.09
Terra Nitrogen,TNH,83.96,"143,890",84.00,83.83
Terreno Realty,TRNO,34.51,"969,653",34.80,33.56
Tetra Technologies,TTI,3.75,"3,349,824",3.91,3.60
Teucrium Agricultural Fd,TAGS,24.25,"2,892",24.25,22.78
Teucrium Corn Fund,CORN,17.96,"386,230",18.00,17.26
Teucrium Soybean Fund,SOYB,19.05,"110,109",19.11,18.51
Teucrium Sugar Fund,CANE,8.31,"122,888",8.53,8.22
Teucrium Wheat Fund,WEAT,6.20,"628,068",6.27,6.06
Teva Pharmaceutical ADR,TEVA,17.09,"36,641,122",17.25,16.48
TX Pacific Land Tr,TPL,505.42,"83,476",520.00,480.50
Textainer Group Holdings,TGH,16.95,"818,799",18.20,16.65
Textron,TXT,58.97,"5,806,372",59.44,57.01
Thermo Fisher Scientific,TMO,206.46,"5,566,068",210.92,204.52
Thermon Group Holdings,THR,22.41,"466,174",22.77,21.97
Third Point Reinsurance,TPRE,13.95,"1,930,516",14.32,13.88
THL Credit Nts 111521,TCRX,25.22,"12,765",25.24,25.13
THL Credit Nts 123022,TCRZ,25.65,"3,700",25.69,25.40
THL Credit Senior Loan Fd,TSLF,17.20,"95,703",17.21,16.94
Thomson Reuters,TRI,38.65,"3,912,022",39.44,38.22
Thor Industries,THO,115.17,"4,096,687",115.59,108.12
3D Systems,DDD,11.59,"7,309,122",11.82,11.07
3M,MMM,219.52,"11,332,780",221.86,214.73
Tidewater,TDW,28.61,"345,604",29.45,27.68
Tidewater Wt Series A,TDW.WS.A,3.50,"4,700",4.00,3.50
Tidewater Wt Series B,TDW.WS.B,3.10,"4,403",3.20,3.09
Tier Reit,TIER,18.48,"609,736",19.05,18.01
Tiffany&Co;,TIF,97.66,"8,131,962",99.58,96.13
Tilly's,TLYS,11.30,"566,985",11.64,11.16
Time Warner,TWX,94.58,"23,333,471",94.99,93.26
Timken Co,TKR,45.60,"4,119,491",46.65,43.73
TimkenSteel,TMST,15.19,"1,407,519",15.76,14.52
TIM Participacoes ADR,TSU,21.67,"3,160,467",21.86,20.82
Titan International,TWI,12.61,"900,137",13.10,12.25
TJX Cos,TJX,81.56,"14,213,872",82.25,80.12
Toll Brothers,TOL,43.25,"7,418,124",44.85,42.57
Tootsie Roll Indus,TR,29.45,"421,247",29.85,28.50
TopBuild,BLD,76.52,"969,782",79.30,75.63
Torchmark,TMK,84.17,"2,723,111",84.88,82.11
Torchmark 6.125% Deb 2056,TMK.PC,26.48,"40,452",26.49,26.17
Toro Co,TTC,62.45,"2,143,254",63.06,59.61
Toronto-Dominion Bank,TD,56.85,"6,981,583",57.46,55.90
Tortoise Engy Ind Fd,NDP,11.25,"212,027",11.39,10.97
Tortoise Energy,TYG,24.98,"763,331",25.21,24.24
Tortoise MLP Fund,NTG,15.97,"1,057,321",16.09,15.34
Tortoise NA Pipeline Fund,TPYP,20.82,"177,531",20.84,20.33
Tortoise Pipeline&Engy;,TTP,16.04,"168,753",16.33,15.66
Tortoise P&Engy; Infrstr,TPZ,17.91,"156,023",18.01,17.51
Total ADR,TOT,57.69,"6,682,581",57.73,56.15
Total System Services,TSS,86.26,"4,891,601",88.38,84.28
Tower International,TOWR,27.75,"336,052",28.00,26.35
Townsquare Media Cl A,TSQ,7.93,"523,201",8.16,7.05
Toyota Motor ADR,TM,130.37,"1,019,537",130.95,125.25
TPG Pace Energy Holdings,TPGE.U,10.66,"27,246",10.93,10.56
TPG Pace Engy Hldgs Cl A,TPGE,10.11,"1,162,181",10.18,10.05
TPG Pace Energy Hldgs Wt,TPGE.WS,1.85,"23,750",1.89,1.68
TPG Pace Holdings,TPGH.U,10.44,"1,652",10.44,10.25
TPG Pace Holdings Cl A,TPGH,9.80,"118,800",9.85,9.80
TPG RE Finance Trust,TRTX,19.89,"877,005",20.28,19.53
TPG Specialty Lending,TSLX,17.86,"1,640,221",17.86,17.45
Transalta Corp,TAC,5.45,"80,787",5.47,5.30
TransCanada,TRP,41.31,"6,261,965",41.57,40.02
Transcontinental Realty,TCI,40.61,"24,471",42.14,37.24
TransDigm Group,TDG,306.94,"1,798,625",313.93,298.15
Transmontaigne Partners,TLP,35.79,"98,209",36.68,34.42
Transocean,RIG,9.90,"41,246,026",10.30,9.60
Transportadora Gas ADR,TGS,20.34,"683,344",20.72,19.10
TransUnion,TRU,56.78,"5,474,535",58.91,55.92
Travelers Cos,TRV,138.86,"5,884,100",139.97,135.93
Travelport Worldwide,TVPT,16.34,"19,265,066",17.07,14.41
Trecora Resources,TREC,13.60,"162,625",13.63,12.90
Tredegar,TG,17.95,"416,340",18.10,16.65
TreeHouse Foods,THS,38.27,"2,687,719",38.90,36.62
Trex Co,TREX,108.77,"650,960",111.07,105.37
Triangle Capital,TCAP,11.13,"1,335,587",11.49,10.99
Triangle 6.375% Nts 2022,TCCA,25.17,"14,554",25.18,25.05
Triangle Cap Nts 031522,TCCB,25.16,"10,721",25.17,25.05
Tribune Media Cl A,TRCO,40.51,"1,657,537",41.10,39.98
Tri-Continental $2.50 Pfd,TY.P,50.30,"2,102",51.00,50.05
Tri-Continental,TY,26.31,"415,362",26.46,25.81
TriNet Group,TNET,46.32,"1,623,927",47.46,45.18
Trinity Industries,TRN,32.63,"5,335,677",32.84,31.61
Trinseo S.A.,TSE,74.05,"1,872,839",76.65,73.25
TriplePoint Venture Grwth,TPVG,11.95,"291,532",12.01,11.59
TriplePoint Venture Nts22,TPVY,25.14,"11,747",25.55,25.02
Triple-S Management Cl B,GTS,26.14,"516,900",26.36,25.46
TRI Pointe Group,TPH,16.43,"6,481,501",16.69,16.04
Triton International,TRTN,30.60,"2,579,625",31.67,28.40
Triumph Group,TGI,25.20,"2,436,020",26.75,24.80
Tronox Cl A,TROX,18.44,"4,618,876",18.82,17.06
TrueBlue,TBI,25.90,"1,049,342",26.48,25.15
Tsakos Energy Navigation,TNP,3.30,"1,307,606",3.56,3.29
Tsakos Energy 8% Pfd B,TNP.PB,25.34,"9,017",25.34,25.18
Tsakos Energy Pfd D,TNP.PD,24.89,"32,277",24.95,24.85
Tsakos Energy Pfd C,TNP.PC,25.45,"10,547",25.45,25.37
Tsakos Engy Nav Pfd E,TNP.PE,25.05,"51,936",25.18,25.00
Tupperware Brands,TUP,48.38,"2,458,902",48.89,46.48
Turkcell Iletisim ADR,TKC,9.56,"1,516,694",9.60,9.11
Turning Point Brands,TPB,19.44,"329,676",20.46,19.39
Turquoise Hill Resources,TRQ,3.07,"42,366,928",3.27,3.01
Tutor Perini,TPC,22.05,"2,710,902",22.20,20.20
Twilio Cl A,TWLO,38.18,"9,994,196",42.54,35.89
Twitter,TWTR,29.01,"190,327,616",32.47,27.39
Two Harbors Investment,TWO,15.37,"8,111,001",15.68,15.21
Two Harbors Pfd C,TWO.PC,23.98,"109,186",24.10,23.73
Two Harbors Pfd. B,TWO.PB,25.19,"153,207",25.19,24.66
Two Harbors Pfd. A,TWO.PA,26.34,"22,664",26.34,25.93
2xLeveraged Lg ETRACS WF,LBDC,14.70,"5,980",14.72,14.42
Tyler Technologies,TYL,210.96,"985,364",213.75,204.57
Tyson Foods Cl A,TSN,73.19,"8,793,887",75.15,72.23
ETRACS 2x BDC,BDCL,14.72,"426,088",15.00,14.38
UBS AG E-TRACS  DJ UBS,DJCI,16.01,"5,810",16.06,15.82
UBS AG TRACS Alerian,MLPG,20.70,"5,404",20.74,20.70
UBS FI Enhanced Gl Hi Yd,FIHD,161.71,"98,029",162.19,153.11
UBS AG FI Enh LC Grwth,FBGX,231.60,"10,423",237.68,224.60
UBS E TRACS Aler MLP Infr,MLPI,21.13,"5,570,975",21.32,20.31
UBS ProSh 3x Inv Crude,WTID,10.95,"141,092",11.57,10.51
UBS ProShs 3x Lg Crude,WTIU,29.32,"43,487",30.39,27.80
UBS Wells Fargo ETN,BDCS,19.79,"78,352",19.82,19.49
UBS Group,UBS,17.66,"9,594,468",17.79,17.37
UDR,UDR,35.62,"6,119,608",35.94,34.12
UGI,UGI,44.42,"3,607,550",44.65,42.78
Ultrapar Part ADR,UGP,21.62,"2,116,606",21.71,20.60
UMH Properties,UMH,13.41,"817,420",13.60,12.81
UMH Properties Pfd. C,UMH.PC,25.01,"45,277",25.20,24.95
UMH Properties Pfd B,UMH.PB,26.55,"1,000",...,...
UMH Properties Pfd D,UMH.PD,23.55,"97,415",23.55,22.83
Under Armour A,UAA,16.35,"22,412,626",16.86,15.67
Under Armour Cl C,UA,14.35,"12,686,927",14.68,13.66
Unifi Inc,UFI,36.25,"188,669",36.82,35.75
Unifirst,UNF,161.65,"350,639",164.20,144.30
Unilever ADR,UN,56.39,"8,026,181",56.92,53.36
Unilever ADR,UL,55.56,"5,583,532",56.08,52.52
Union Acquisition,LTN,9.58,"10,800",9.65,9.58
Union Acquisition Rt,LTN.R,.34,"6,300",.36,.32
Union Acquisition Un,LTN.U,10.23,"7,700",10.25,10.20
Union Acquisition Wt,LTN.WS,.34,"296,300",.36,.33
Union Pacific,UNP,134.43,"16,904,685",135.68,129.80
Unisys Corp,UIS,10.75,"2,683,153",11.00,10.25
Unit Corp,UNT,19.76,"5,387,685",19.96,16.17
United Continental Hldgs,UAL,69.47,"12,185,942",70.04,67.23
UnitedHealth Group,UNH,214.00,"15,541,704",223.35,214.00
United Microelectron ADR,UMC,2.59,"7,286,071",2.65,2.56
United Parcel Service B,UPS,104.66,"15,269,633",105.83,101.69
United Rentals,URI,172.73,"5,897,732",183.75,168.44
US Agric Index Fd,USAG,16.53,"1,051",16.59,16.53
US Bancorp,USB,50.50,"30,591,615",51.43,49.37
US Brent Oil Fd,BNO,19.14,"470,244",19.32,18.24
US Comdty Indx Fd,USCI,42.78,"261,042",43.00,42.48
UnitedStatesCopperIndex,CPER,19.20,"26,054",19.38,18.96
US Diesel-Heating Oil,UHN,19.14,"3,742",19.78,18.96
US Gasoline Fund LP,UGA,32.30,"26,552",32.51,32.02
US Natural Gas Fd,UNG,22.55,"8,159,854",22.79,21.83
United States Oil Fund,USO,13.09,"79,827,804",13.29,12.85
US Short Oil Fund,DNO,51.72,"16,773",52.58,51.13
US Steel,X,35.19,"45,612,238",35.85,32.86
United States 3x Oil Fund,USOU,53.26,"4,247",56.70,53.26
United States 3x Shrt Oil,USOD,8.24,"8,706",8.61,7.86
US 12 Month Natural Gas,UNL,9.22,"179,774",9.34,8.72
US 12 Month Oil Fd LP,USL,22.64,"147,244",22.92,22.27
United Technologies,UTX,125.82,"26,424,096",128.18,123.44
Unitil Corp,UTL,46.41,"199,617",47.40,44.75
Univar,UNVR,27.75,"3,283,661",28.00,26.84
Universal Corp,UVV,48.50,"863,385",48.70,46.10
Universal Health Realty,UHT,60.10,"219,733",61.82,56.43
Universal Health Cl B,UHS,118.41,"3,178,084",122.27,117.83
Universal Insurance Hldgs,UVE,31.90,"629,288",32.20,31.35
Universal Tech Institute,UTI,2.94,"776,209",3.04,2.85
Unum Group,UNM,47.61,"6,988,656",48.62,46.70
Urban Edge Properties,UE,21.35,"2,584,140",21.67,20.19
Urstadt Biddle Properties,UBP,16.75,"16,122",17.57,16.11
Urstadt Biddle Prop Pfd H,UBP.PH,24.97,"20,891",24.97,24.25
Urstadt Biddle 6.75 Pfd G,UBP.PG,25.44,"2,652",25.57,25.35
Urstadt Biddle Prprts A,UBA,19.30,"434,784",19.88,18.66
USAA Core Interm Bd,UITB,49.07,"118,622",49.11,48.73
USAA Core Short-Term Bd,USTB,49.60,"10,961",49.60,49.52
USAA MSCI EM Value Mom,UEVM,52.07,"73,056",52.30,51.14
USAA MSCI Intl Value Mom,UIVM,51.33,"750,765",51.35,50.37
USAA MSCI USA SC Val Mom,USVM,50.37,"16,999",50.69,49.71
USAA MSCI USA ValUE Mom,ULVM,51.17,"101,000",51.56,50.35
USA Compression Partners,USAC,16.93,"833,421",17.28,16.50
USANA Health Sciences,USNA,85.90,"616,082",87.50,82.35
U.S. Bncp Pfd Ser A,USB.PA,920.00,"6,480",920.00,901.25
US Bncp Dep Pfd Perp F,USB.PM,27.93,"314,854",28.15,27.59
US Bancorp Dep pfd.,USB.PH,23.19,"209,364",23.49,22.99
U.S. Bncp Dep. Pfd. H,USB.PO,25.41,"94,371",25.50,25.10
US Cellular,USM,40.19,"524,352",41.05,39.37
US Cellular Nts 120163,UZB,25.74,"46,260",25.91,25.65
US Cellular 7.25% Nt 2064,UZC,25.96,"50,818",26.10,25.82
US Cellular 6.95% Nt 2060,UZA,25.56,"38,015",25.60,25.36
USCF SummerHaven SHPEI,BUY,24.43,"2,002",24.43,24.38
USCF SummerHaven SHPEN,BUYN,23.58,594,24.33,23.58
USD Partners,USDP,10.35,"173,818",10.66,9.90
US Equity Cum Div 2027,IDIV,13.97,"7,007",13.97,13.86
US Equity xDiv Fund 2027,XDIV,51.08,"1,520",51.80,51.08
US Foods Holding,USFD,32.77,"8,967,988",33.76,32.75
USG,USG,40.42,"20,995,606",41.15,38.55
US Global GO Gold,GOAU,12.71,"21,789",12.98,12.34
U.S. Global Jets ETF,JETS,32.19,"37,224",32.35,31.33
US Mkt Rotation Strategy,HUSE,38.89,"122,592",39.31,38.27
US Physical Therapy,USPH,81.30,"192,599",82.45,79.40
U.S. Silica Holdings,SLCA,25.52,"10,038,457",26.49,24.15
Utilities Sel Sector SPDR,XLU,50.53,"73,827,770",50.80,49.12
Vaalco Energy,EGY,.86,"659,325",.93,.83
Vail Resorts,MTN,221.70,"1,387,360",228.28,221.68
Valeant Pharm Intl,VRX,15.92,"22,571,247",16.03,15.29
Valero Energy,VLO,92.77,"14,110,723",94.66,90.22
Valero Energy Partners,VLP,35.43,"727,840",35.80,33.98
Vale ADR,VALE,12.72,"95,454,276",12.89,11.93
Valhi Inc,VHI,6.06,"896,677",6.39,5.84
Validus Holdings,VR,67.45,"3,072,067",67.54,67.40
Validus Hldgs Pfd. A,VR.PA,25.60,"13,232",25.68,25.51
Validus Holdings Pfd. B,VR.PB,25.31,"118,626",25.32,25.12
Valley National Bancorp,VLY,12.46,"9,530,702",12.71,12.23
Valley Natl Bncp Pfd B,VLY.PB,25.82,"16,516",25.86,25.62
Valley Natl Bncp Pfd. A,VLY.PA,27.76,"19,200",27.90,27.42
Valley Natl Bncp Wt 2018,VLY.WS,.13,"3,552",.18,.13
Valmont Industries,VMI,146.30,"399,075",147.45,140.75
Valvoline,VVV,22.13,"7,045,019",22.37,21.68
VanEck Merk Gold Trust,OUNZ,13.05,"177,254",13.35,13.01
VanEck Vectors Africa,AFK,25.62,"46,567",26.37,25.08
VanEck Vectors Agribus,MOO,61.82,"159,103",61.95,60.40
VanEck AMT-Fr Interm Muni,ITM,23.53,"1,233,459",23.56,23.42
VanEck AMT-Fr Lg Mun,MLN,19.88,"528,294",19.88,19.60
VanEck AMT-Fr Sh Muni,SMB,17.22,"349,784",17.26,17.15
VanEck Vectors BDC Income,BIZD,16.26,"213,647",16.31,16.07
VanEck Vectors Brazil SC,BRF,23.97,"39,849",24.30,23.15
VanEck Vectors CEF Muni,XMPT,25.08,"109,293",25.11,24.80
VanEck Vectors China Bond,CBON,23.98,"2,421",24.01,23.88
VanEck Vectors CSI 300,PEK,48.63,"50,050",48.63,46.83
VanEck Vectors SME-ChiNxt,CNXT,35.65,"85,582",35.87,34.58
VanEck Vectors Coal ETF,KOL,15.71,"273,193",15.82,15.33
VanEck Vectors Egypt,EGPT,39.02,"124,325",39.16,36.63
VanEck Vectors EM Agg Bd,EMAG,21.96,"6,119",22.00,21.77
VanEck Vectors EM HY Bond,HYEM,24.04,"420,267",24.11,23.94
VanEck Vctr Environ Svcs,EVX,84.87,302,84.87,84.87
VanEck Fallen Angel HY Bd,ANGL,29.06,"1,676,895",29.15,28.92
VanEck Vectors Gaming ETF,BJK,46.05,"24,711",46.90,45.25
VanEck Vectors Glb Alt En,GEX,60.38,"12,108",62.01,59.42
VanEck Vectors Gold Miner,GDX,21.98,"185,875,782",22.51,21.56
VanEck Vectors Green Bd,GRNB,27.10,"7,399",27.21,27.10
VanEck Vctr Hi Incm Infra,YMLI,11.45,"12,491",11.45,11.06
VanEck Vectors Hi Inc MLP,YMLP,20.79,"35,292",21.35,20.67
VanEck Vectors HY Muni,HYD,30.99,"1,746,021",31.02,30.78
VanEck Vectors India SC,SCIF,57.21,"127,395",57.64,55.95
VanEck Vectors Indonesia,IDX,23.72,"92,842",23.75,23.18
VanEck Vectors Intl HY Bd,IHY,25.49,"105,437",25.54,25.41
VanEck Vectors Invt Gr FR,FLTR,25.26,"462,535",25.29,25.22
VanEck Vectors Israel ETF,ISRA,29.91,"10,473",30.10,29.50
VanEck Vctr JPM EM LC Bd,EMLC,19.60,"7,875,920",19.60,19.44
VanEck Vectors Jr Gold,GDXJ,32.15,"54,482,754",33.19,31.62
VanEck Morning Intl Moat,MOTI,34.24,"73,024",34.40,33.57
VanEck Morning Wide Moat,MOAT,41.47,"603,734",41.80,40.76
VanEck Vectors Mtg REIT,MORT,23.00,"109,970",23.13,22.47
VanEck Vectors Nat Rscs,HAP,36.25,"51,508",36.35,35.58
VanEck NDR CMG Long/Flat,LFEQ,25.93,"327,404",26.25,25.63
VanEck Vectors Oil Refin,CRAK,29.91,"54,592",30.80,29.18
VanEck Vectors Oil Svcs,OIH,23.87,"24,022,415",24.58,23.24
VanEck Vectors Poland ETF,PLND,18.05,"7,224",18.31,17.82
VanEck Vctr Pfd Secs xFin,PFXF,19.22,"302,946",19.23,19.08
VanEck Pre-Refunded Muni,PRB,24.37,"3,813",24.44,24.29
VanEck Vectors Rare Earth,REMX,27.82,"469,043",28.67,27.11
VanEck Vectors Retail ETF,RTH,93.17,"29,527",94.67,91.58
VanEck Vectors Russia ETF,RSX,22.74,"31,520,708",22.80,22.05
